word,traditional,pinyin,hsk_level
传承,傳承,chuán chéng,7
传授,傳授,chuán shòu,7
传染,傳染,chuán rǎn,7
传染病,傳染病,chuán rǎn bìng,7
传记,傳記,zhuàn jì,7
传闻,傳聞,chuán wén,7
伤势,傷勢,shāng shì,7
伤感,傷感,shāng gǎn,7
伤残,傷殘,shāng cán,7
伤痕,傷痕,shāng hén,7
伤脑筋,傷腦筋,shāng nǎo jīn,7
伦理,倫理,lún lǐ,7
伪装,偽裝,wěi zhuāng,7
伪造,偽造,wěi zào,7
伯伯,伯伯,bó bo,7
伯母,伯母,bó mǔ,7
伯父,伯父,bó fù,7
估算,估算,gū suàn,7
伴,伴,bàn,7
伴侣,伴侶,bàn lu:3,7
伴奏,伴奏,bàn zòu,7
伴随,伴隨,bàn suí,7
伸张,伸張,shēn zhāng,7
伸手,伸手,shēn shǒu,7
伸缩,伸縮,shēn suō,7
伺候,伺候,cì hou,7
伺机,伺機,sì jī,7
似是而非,似是而非,sì shì ér fēi,7
似曾相识,似曾相識,sì céng xiāng shí,7
但愿,但願,dàn yuàn,7
位子,位子,wèi zi,7
低下,低下,dī xià,7
低价,低價,dī jià,7
低估,低估,dī gū,7
低碳,低碳,dī tàn,7
低调,低調,dī diào,7
低谷,低谷,dī gǔ,7
低迷,低迷,dī mí,7
住址,住址,zhù zhǐ,7
住处,住處,zhù chù,7
住宿,住宿,zhù sù,7
住户,住戶,zhù hù,7
佐料,佐料,zuǒ liào,7
体制,體制,tǐ zhì,7
体温,體溫,tǐ wēn,7
体系,體系,tǐ xì,7
体能,體能,tǐ néng,7
体谅,體諒,tǐ liàng,7
体质,體質,tǐ zhì,7
体贴,體貼,tǐ tiē,7
体面,體面,tǐ miàn,7
何况,何況,hé kuàng,7
何处,何處,hé chù,7
何必,何必,hé bì,7
何时,何時,hé shí,7
何苦,何苦,hé kǔ,7
余,余,Yú,7
余地,餘地,yú dì,7
余额,餘額,yú é,7
作客,作客,zuò kè,7
作对,作對,zuò duì,7
作弊,作弊,zuò bì,7
作物,作物,zuò wù,7
作风,作風,zuò fēng,7
佩服,佩服,pèi fú,7
佳节,佳節,jiā jié,7
使命,使命,shǐ mìng,7
使唤,使喚,shǐ huan,7
使者,使者,shǐ zhě,7
侃大山,侃大山,kǎn dà shān,7
侍候,侍候,shì hòu,7
供,供,gōng,7
供不应求,供不應求,gōng bù yìng qiú,7
供奉,供奉,gòng fèng,7
供暖,供暖,gōng nuǎn,7
供求,供求,gōng qiú,7
依,依,yī,7
依依不舍,依依不捨,yī yī bù shě,7
依托,依託,yī tuō,7
侠义,俠義,xiá yì,7
侦察,偵察,zhēn chá,7
侧重,側重,cè zhòng,7
侧面,側面,cè miàn,7
侮辱,侮辱,wǔ rǔ,7
侵占,侵佔,qīn zhàn,7
侵害,侵害,qīn hài,7
侵权,侵權,qīn quán,7
侵略,侵略,qīn lu:è,7
便利店,便利店,biàn lì diàn,7
便捷,便捷,biàn jié,7
便道,便道,biàn dào,7
便饭,便飯,biàn fàn,7
促成,促成,cù chéng,7
俄语,俄語,É yǔ,7
俊,㑺,jùn,7
俊俏,俊俏,jùn qiào,7
俗,俗,sú,7
俗话,俗話,sú huà,7
俗话说,俗話說,sú huà shuō,7
俗语,俗語,sú yǔ,7
俘获,俘獲,fú huò,7
俘虏,俘虜,fú lǔ,7
保佑,保佑,bǎo yòu,7
保修,保修,bǎo xiū,7
保姆,保姆,bǎo mǔ,7
保暖,保暖,bǎo nuǎn,7
保管,保管,bǎo guǎn,7
保质期,保質期,bǎo zhì qī,7
保重,保重,bǎo zhòng,7
保障,保障,bǎo zhàng,7
保鲜,保鮮,bǎo xiān,7
信件,信件,xìn jiàn,7
信誉,信譽,xìn yù,7
信贷,信貸,xìn dài,7
信赖,信賴,xìn lài,7
修正,修正,xiū zhèng,7
修补,修補,xiū bǔ,7
修订,修訂,xiū dìng,7
修路,修路,xiū lù,7
修长,修長,xiū cháng,7
俯首,俯首,fǔ shǒu,7
倒下,倒下,dǎo xià,7
倒卖,倒賣,dǎo mài,7
倒塌,倒塌,dǎo tā,7
倒数,倒數,dào shǔ,7
倒计时,倒計時,dào jì shí,7
倒霉,倒霉,dǎo méi,7
倔,倔,jué,7
倔强,倔強,jué jiàng,7
倘若,倘若,tǎng ruò,7
候选人,候選人,hòu xuǎn rén,7
倚,倚,yǐ,7
借助,借助,jiè zhù,7
借口,借口,jiè kǒu,7
借条,借條,jiè tiáo,7
借用,借用,jiè yòng,7
倡议,倡議,chàng yì,7
债务,債務,zhài wù,7
值钱,值錢,zhí qián,7
倾听,傾聽,qīng tīng,7
倾家荡产,傾家蕩產,qīng jiā dàng chǎn,7
倾斜,傾斜,qīng xié,7
倾诉,傾訴,qīng sù,7
倾销,傾銷,qīng xiāo,7
假使,假使,jiǎ shǐ,7
假冒,假冒,jiǎ mào,7
假定,假定,jiǎ dìng,7
假装,假裝,jiǎ zhuāng,7
假设,假設,jiǎ shè,7
偏偏,偏偏,piān piān,7
偏僻,偏僻,piān pì,7
偏向,偏向,piān xiàng,7
偏差,偏差,piān chā,7
偏方,偏方,piān fāng,7
偏见,偏見,piān jiàn,7
偏远,偏遠,piān yuǎn,7
做生意,做生意,zuò shēng yì,7
做证,做證,zuò zhèng,7
停业,停業,tíng yè,7
停放,停放,tíng fàng,7
停泊,停泊,tíng bó,7
停电,停電,tíng diàn,7
停车位,停車位,tíng chē wèi,7
停顿,停頓,tíng dùn,7
健壮,健壯,jiàn zhuàng,7
健美,健美,jiàn měi,7
偷懒,偷懶,tōu lǎn,7
偷看,偷看,tōu kàn,7
偷窥,偷窺,tōu kuī,7
偿还,償還,cháng huán,7
储备,儲備,chǔ bèi,7
储蓄,儲蓄,chǔ xù,7
催,催,cuī,7
催促,催促,cuī cù,7
催眠,催眠,cuī mián,7
傲,傲,ào,7
傲慢,傲慢,ào màn,7
傻瓜,傻瓜,shǎ guā,7
像样,像樣,xiàng yàng,7
僧人,僧人,sēng rén,7
僵,僵,jiāng,7
僵化,僵化,jiāng huà,7
僵局,僵局,jiāng jú,7
僻静,僻靜,pì jìng,7
儒学,儒學,Rú xué,7
儒家,儒家,Rú jiā,7
元宵节,元宵節,Yuán xiāo jié,7
元老,元老,yuán lǎo,7
元首,元首,yuán shǒu,7
充,充,chōng,7
充实,充實,chōng shí,7
充当,充當,chōng dāng,7
充沛,充沛,chōng pèi,7
兆头,兆頭,zhào tou,7
先例,先例,xiān lì,7
先天,先天,xiān tiān,7
光彩,光彩,guāng cǎi,7
光明磊落,光明磊落,guāng míng lěi luò,7
光泽,光澤,Guāng zé,7
光滑,光滑,guāng huá,7
光环,光環,guāng huán,7
光碟,光碟,guāng dié,7
光缆,光纜,guāng lǎn,7
光芒,光芒,guāng máng,7
光顾,光顧,guāng gù,7
克制,克制,kè zhì,7
克隆,克隆,kè lóng,7
免,免,miǎn,7
免不了,免不了,miǎn bù liǎo,7
免疫,免疫,miǎn yì,7
免职,免職,miǎn zhí,7
免除,免除,miǎn chú,7
兑换,兌換,duì huàn,7
兑现,兌現,duì xiàn,7
兜,兜,dōu,7
兜儿,兜兒,dōu r,7
兜售,兜售,dōu shòu,7
兢兢业业,兢兢業業,jīng jīng yè yè,7
入侵,入侵,rù qīn,7
入场,入場,rù chǎng,7
入场券,入場券,rù chǎng quàn,7
入境,入境,rù jìng,7
入手,入手,rù shǒu,7
入选,入選,rù xuǎn,7
全力以赴,全力以赴,quán lì yǐ fù,7
全局,全局,quán jú,7
全心全意,全心全意,quán xīn quán yì,7
全文,全文,quán wén,7
全方位,全方位,quán fāng wèi,7
全程,全程,quán chéng,7
全能,全能,quán néng,7
全长,全長,quán cháng,7
八卦,八卦,bā guà,7
公事,公事,gōng shì,7
公仆,公僕,gōng pú,7
公共场所,公共場所,gōng gòng chǎng suǒ,7
公关,公關,gōng guān,7
公函,公函,gōng hán,7
公务,公務,gōng wù,7
公墓,公墓,gōng mù,7
公安局,公安局,gōng ān jú,7
公寓,公寓,gōng yù,7
公开信,公開信,gōng kāi xìn,7
公款,公款,gōng kuǎn,7
公然,公然,gōng rán,7
公用,公用,gōng yòng,7
公益,公益,gōng yì,7
公益性,公益性,gōngyì xìng,7
公示,公示,gōng shì,7
公积金,公積金,gōng jī jīn,7
公立,公立,gōng lì,7
公约,公約,gōng yuē,7
公职,公職,gōng zhí,7
公证,公證,gōng zhèng,7
公费,公費,gōng fèi,7
公车,公車,gōng chē,7
公道,公道,gōng dào,7
公顷,公頃,gōng qǐng,7
共同体,共同體,gòng tóng tǐ,7
共性,共性,gòng xìng,7
共识,共識,gòng shí,7
共鸣,共鳴,gòng míng,7
关头,關頭,guān tóu,7
关掉,關掉,guān diào,7
关照,關照,guān zhào,7
关税,關稅,guān shuì,7
关节,關節,guān jié,7
兴奋剂,興奮劑,xīng fèn jì,7
兴建,興建,xīng jiàn,7
兴致,興致,xìng zhì,7
兴起,興起,xīng qǐ,7
兴高采烈,興高采烈,xìng gāo cǎi liè,7
其后,其後,qí hòu,7
其间,其間,qí jiān,7
典范,典範,diǎn fàn,7
兹,茲,zī,7
养殖,養殖,yǎng zhí,7
养活,養活,yǎng huo,7
养生,養生,yǎng shēng,7
养老金,養老金,yǎng lǎo jīn,7
养老院,養老院,yǎng lǎo yuàn,7
兼,兼,jiān,7
兼任,兼任,jiān rèn,7
兼容,兼容,jiān róng,7
兼职,兼職,jiān zhí,7
兼顾,兼顧,jiān gù,7
内向,內向,nèi xiàng,7
内存,內存,nèi cún,7
内幕,內幕,nèi mù,7
内涵,內涵,nèi hán,7
内行,內行,nèi háng,7
内阁,內閣,nèi gé,7
内需,內需,nèi xū,7
再度,再度,zài dù,7
再现,再現,zài xiàn,7
冒充,冒充,mào chōng,7
冒昧,冒昧,mào mèi,7
冒犯,冒犯,mào fàn,7
冒险,冒險,mào xiǎn,7
冗长,冗長,rǒng cháng,7
写照,寫照,xiě zhào,7
军官,軍官,jūn guān,7
农作物,農作物,nóng zuò wù,7
农历,農曆,nóng lì,7
农场,農場,nóng chǎng,7
农民工,農民工,nóng mín gōng,7
冤,冤,yuān,7
冤枉,冤枉,yuān wang,7
冰山,冰山,bīng shān,7
冰棍儿,冰棍兒,bīng gùn r,7
冲刺,衝刺,chōng cì,7
冲撞,衝撞,chōng zhuàng,7
冲洗,沖洗,chōng xǐ,7
冲浪,衝浪,chōng làng,7
决议,決議,jué yì,7
况且,況且,kuàng qiě,7
冷冻,冷凍,lěng dòng,7
冷战,冷戰,Lěng zhàn,7
冷淡,冷淡,lěng dàn,7
冷漠,冷漠,lěng mò,7
冷笑,冷笑,lěng xiào,7
冷落,冷落,lěng luò,7
冷酷,冷酷,lěng kù,7
冷酷无情,冷酷無情,lěng kù wú qíng,7
冷门,冷門,lěng mén,7
冻结,凍結,dòng jié,7
净化,淨化,jìng huà,7
凄凉,悽涼,qī liáng,7
准则,準則,zhǔn zé,7
准许,准許,zhǔn xǔ,7
凉爽,涼爽,liáng shuǎng,7
凌晨,凌晨,líng chén,7
减免,減免,jiǎn miǎn,7
减压,減壓,jiǎn yā,7
减弱,減弱,jiǎn ruò,7
减速,減速,jiǎn sù,7
凑,湊,còu,7
凑合,湊合,còu he,7
凑巧,湊巧,còu qiǎo,7
凝固,凝固,níng gù,7
凝聚,凝聚,níng jù,7
几率,幾率,jī lu:4,7
凡,凡,fán,7
凤凰,鳳凰,Fèng huáng,7
凭借,憑借,píng jiè,7
凭着,憑著,píng zhe,7
凭证,憑證,píng zhèng,7
凯歌,凱歌,kǎi gē,7
凳子,凳子,dèng zi,7
凶恶,兇惡,xiōng è,7
凶残,兇殘,xiōng cán,7
凶狠,兇狠,xiōng hěn,7
凶猛,兇猛,xiōng měng,7
凸,凸,tū,7
凸显,凸顯,tū xiǎn,7
凹,凹,āo,7
出丑,出醜,chū chǒu,7
出主意,出主意,chū zhǔ yi,7
出人意料,出人意料,chū rén yì liào,7
出任,出任,chū rèn,7
出众,出眾,chū zhòng,7
出具,出具,chū jù,7
出卖,出賣,chū mài,7
出厂,出廠,chū chǎng,7
出发点,出發點,chū fā diǎn,7
出口成章,出口成章,chū kǒu chéng zhāng,7
出土,出土,chū tǔ,7
出境,出境,chū jìng,7
出头,出頭,chū tóu,7
出局,出局,chū jú,7
出山,出山,chū shān,7
出息,出息,chū xī,7
出手,出手,chū shǒu,7
出毛病,出毛病,chū máo bìng,7
出洋相,出洋相,chū yáng xiàng,7
出游,出遊,chū yóu,7
出演,出演,chū yǎn,7
出版社,出版社,chū bǎn shè,7
出示,出示,chū shì,7
出自,出自,chū zì,7
出血,出血,chū xuè,7
出资,出資,chū zī,7
出走,出走,chū zǒu,7
出身,出身,chū shēn,7
出道,出道,chū dào,7
出难题,出難題,chū nán tí,7
出风头,出風頭,chū fēng tou,7
函授,函授,hán shòu,7
凿,鑿,záo,7
刁难,刁難,diāo nàn,7
分割,分割,fēn gē,7
分化,分化,fēn huà,7
分外,分外,fèn wài,7
分寸,分寸,fēn cun,7
分担,分擔,fēn dān,7
分支,分支,fēn zhī,7
分明,分明,fēn míng,7
分歧,分歧,fēn qí,7
分泌,分泌,fēn mì,7
分红,分紅,fēn hóng,7
分赃,分贓,fēn zāng,7
分辨,分辨,fēn biàn,7
分量,分量,fēn liàng,7
切割,切割,qiē gē,7
切断,切斷,qiē duàn,7
切身,切身,qiè shēn,7
切除,切除,qiē chú,7
刊物,刊物,kān wù,7
刊登,刊登,kān dēng,7
刑法,刑法,xíng fǎ,7
划时代,劃時代,huà shí dài,7
划算,划算,huá suàn,7
列举,列舉,liè jǔ,7
则,則,zé,7
刚毅,剛毅,gāng yì,7
创,剏,chuàng,7
创伤,創傷,chuāng shāng,7
创始人,創始人,chuàng shǐ rén,7
初次,初次,chū cì,7
初衷,初衷,chū zhōng,7
删,刪,shān,7
删除,刪除,shān chú,7
判决,判決,pàn jué,7
判处,判處,pàn chǔ,7
判定,判定,pàn dìng,7
刨,刨,bào,7
利害,利害,lì hài,7
利率,利率,lì lu:4,7
利索,利索,lì suo,7
别具匠心,別具匠心,bié jù jiàng xīn,7
别墅,別墅,bié shù,7
别扭,彆扭,biè niu,7
别提了,別提了,bié tí le,7
别看,別看,bié kàn,7
别致,別緻,bié zhì,7
别说,別說,bié shuō,7
刮风,颳風,guā fēng,7
到位,到位,dào wèi,7
到头来,到頭來,dào tóu lái,7
制,制,zhì,7
制品,製品,zhì pǐn,7
制服,制服,zhì fú,7
制止,制止,zhì zhǐ,7
制裁,制裁,zhì cái,7
刷新,刷新,shuā xīn,7
刹车,剎車,shā chē,7
刺绣,刺繡,cì xiù,7
刺耳,刺耳,cì ěr,7
刺骨,刺骨,cì gǔ,7
刻意,刻意,kè yì,7
刻舟求剑,刻舟求劍,kè zhōu qiú jiàn,7
刻苦,刻苦,kè kǔ,7
剂,劑,jì,7
剃,剃,tì,7
削,削,xiāo,7
削弱,削弱,xuē ruò,7
前不久,前不久,qián bù jiǔ,7
前仰后合,前仰後合,qián yǎng hòu hé,7
前任,前任,qián rèn,7
前台,前臺,qián tái,7
前夕,前夕,qián xī,7
前所未有,前所未有,qián suǒ wèi yǒu,7
前无古人,前無古人,qián wú gǔ rén,7
前期,前期,qián qī,7
前沿,前沿,qián yán,7
前线,前線,qián xiàn,7
前者,前者,qián zhě,7
前赴后继,前赴後繼,qián fù hòu jì,7
前辈,前輩,qián bèi,7
剔除,剔除,tī chú,7
剥,剝,bāo,7
剥削,剝削,bō xuē,7
剥夺,剝奪,bō duó,7
剧团,劇團,jù tuán,7
剧情,劇情,jù qíng,7
剧烈,劇烈,jù liè,7
剧目,劇目,jù mù,7
剧组,劇組,jù zǔ,7
剧院,劇院,jù yuàn,7
剩余,剩餘,shèng yú,7
副作用,副作用,fù zuò yòng,7
割,割,gē,7
劈,劈,pī,7
力不从心,力不從心,lì bù cóng xīn,7
力争,力爭,lì zhēng,7
力度,力度,lì dù,7
力所能及,力所能及,lì suǒ néng jí,7
力求,力求,lì qiú,7
劝告,勸告,quàn gào,7
劝说,勸說,quàn shuō,7
劝阻,勸阻,quàn zǔ,7
办不到,辦不到,bàn bu dào,7
功,功,gōng,7
功力,功力,gōng lì,7
功劳,功勞,gōng láo,7
功底,功底,gōng dǐ,7
功效,功效,gōng xiào,7
功率,功率,gōng lu:4,7
功臣,功臣,gōng chén,7
加剧,加劇,jiā jù,7
加深,加深,jiā shēn,7
加紧,加緊,jiā jǐn,7
加重,加重,jiā zhòng,7
务实,務實,wù shí,7
务必,務必,wù bì,7
劣势,劣勢,liè shì,7
劣质,劣質,liè zhì,7
动不动,動不動,dòng bu dòng,7
动向,動向,dòng xiàng,7
动听,動聽,dòng tīng,7
动工,動工,dòng gōng,7
动弹,動彈,dòng tan,7
动感,動感,dòng gǎn,7
动用,動用,dòng yòng,7
动脉,動脈,dòng mài,7
动荡,動盪,dòng dàng,7
动身,動身,dòng shēn,7
动静,動靜,dòng jìng,7
助威,助威,zhù wēi,7
劫,刦,jié,7
劫持,劫持,jié chí,7
励志,勵志,lì zhì,7
劲头,勁頭,jìn tóu,7
劳务,勞務,láo wù,7
劳动力,勞動力,láo dòng lì,7
劳累,勞累,láo lèi,7
势不可当,勢不可當,shì bù kě dāng,7
势头,勢頭,shì tóu,7
势必,勢必,shì bì,7
勇于,勇於,yǒng yú,7
勇往直前,勇往直前,yǒng wǎng zhí qián,7
勉强,勉強,miǎn qiǎng,7
勋章,勛章,xūn zhāng,7
勒,勒,lè,7
勘探,勘探,kān tàn,7
募捐,募捐,mù juān,7
勤劳,勤勞,qín láo,7
勤工俭学,勤工儉學,qín gōng jiǎn xué,7
勤快,勤快,qín kuài,7
勾,勾,Gōu,7
勾画,勾畫,gōu huà,7
勾结,勾結,gōu jié,7
勿,勿,wù,7
包容,包容,bāo róng,7
包扎,包扎,bāo zā,7
包袱,包袱,bāo fu,7
匆匆,匆匆,cōng cōng,7
匆忙,匆忙,cōng máng,7
化妆,化妝,huà zhuāng,7
化纤,化纖,huà xiān,7
化肥,化肥,huà féi,7
化身,化身,huà shēn,7
化险为夷,化險為夷,huà xiǎn wéi yí,7
化验,化驗,huà yàn,7
匹配,匹配,pǐ pèi,7
医务,醫務,yī wù,7
匿名,匿名,nì míng,7
十字路口,十字路口,shí zì lù kǒu,7
千军万马,千軍萬馬,qiān jūn wàn mǎ,7
千变万化,千變萬化,qiān biàn wàn huà,7
千家万户,千家萬戶,qiān jiā wàn hù,7
千方百计,千方百計,qiān fāng bǎi jì,7
千钧一发,千鈞一髮,qiān jūn yī fà,7
升温,升溫,shēng wēn,7
半信半疑,半信半疑,bàn xìn bàn yí,7
半场,半場,bàn chǎng,7
半岛,半島,bàn dǎo,7
半数,半數,bàn shù,7
半真半假,半真半假,bàn zhēn bàn jiǎ,7
半路,半路,bàn lù,7
半边天,半邊天,bàn biān tiān,7
半途而废,半途而廢,bàn tú ér fèi,7
华丽,華麗,huá lì,7
华侨,華僑,Huá qiáo,7
华裔,華裔,Huá yì,7
协作,協作,xié zuò,7
协同,協同,xié tóng,7
协定,協定,xié dìng,7
卑鄙,卑鄙,bēi bǐ,7
卓越,卓越,zhuó yuè,7
单方面,單方面,dān fāng miàn,7
单薄,單薄,dān bó,7
单身,單身,dān shēn,7
单边,單邊,dān biān,7
卖弄,賣弄,mài nong,7
南瓜,南瓜,nán guā,7
占卜,占卜,zhān bǔ,7
占用,佔用,zhàn yòng,7
卡子,卡子,qiǎ zi,7
卡片,卡片,kǎ piàn,7
卡车,卡車,kǎ chē,7
卡通,卡通,kǎ tōng,7
卤味,滷味,lǔ wèi,7
卧,臥,wò,7
卫视,衛視,wèi shì,7
印刷术,印刷術,yìn shuā shù,7
印章,印章,yìn zhāng,7
印证,印證,yìn zhèng,7
危及,危及,wēi jí,7
危急,危急,wēi jí,7
即,即,jí,7
即便,即便,jí biàn,7
即可,即可,jí kě,7
卵,卵,luǎn,7
卷入,捲入,juǎn rù,7
卷子,卷子,juǎn zi,7
卸,卸,xiè,7
厂家,廠家,chǎng jiā,7
厄运,厄運,è yùn,7
历届,歷屆,lì jiè,7
历时,歷時,lì shí,7
历来,歷來,lì lái,7
历程,歷程,lì chéng,7
历经,歷經,lì jīng,7
压倒,壓倒,yā dǎo,7
压制,壓制,yā zhì,7
压抑,壓抑,yā yì,7
压缩,壓縮,yā suō,7
厌倦,厭倦,yàn juàn,7
厌烦,厭煩,yàn fán,7
厚度,厚度,hòu dù,7
厚道,厚道,hòu dao,7
原创,原創,yuán chuàng,7
原地,原地,yuán dì,7
原型,原型,yuán xíng,7
原本,原本,yuán běn,7
原材料,原材料,yuán cái liào,7
原汁原味,原汁原味,yuán zhī yuán wèi,7
原装,原裝,yuán zhuāng,7
去向,去向,qù xiàng,7
去处,去處,qù chù,7
去除,去除,qù chú,7
参军,參軍,cān jūn,7
参照,參照,cān zhào,7
参见,參見,cān jiàn,7
参谋,參謀,cān móu,7
及,及,jí,7
及其,及其,jí qí,7
及早,及早,jí zǎo,7
友人,友人,yǒu rén,7
友善,友善,yǒu shàn,7
友情,友情,yǒu qíng,7
双向,雙向,shuāng xiàng,7
双胞胎,雙胞胎,shuāng bāo tāi,7
双赢,雙贏,shuāng yíng,7
双边,雙邊,shuāng biān,7
双重,雙重,shuāng chóng,7
反倒,反倒,fǎn dào,7
反击,反擊,fǎn jī,7
反差,反差,fǎn chā,7
反常,反常,fǎn cháng,7
反弹,反彈,fǎn tán,7
反思,反思,fǎn sī,7
反感,反感,fǎn gǎn,7
反省,反省,fǎn xǐng,7
反过来,反過來,fǎn guo lái,7
反面,反面,fǎn miàn,7
反馈,反饋,fǎn kuì,7
反驳,反駁,fǎn bó,7
发作,發作,fā zuò,7
发光,發光,fā guāng,7
发型,髮型,fà xíng,7
发布会,發佈會,fā bù huì,7
发愁,發愁,fā chóu,7
发愣,發愣,fā lèng,7
发愤图强,發憤圖強,fā fèn tú qiáng,7
发扬,發揚,fā yáng,7
发扬光大,發揚光大,fā yáng guāng dà,7
发抖,發抖,fā dǒu,7
发掘,發掘,fā jué,7
发泄,發洩,fā xiè,7
发源地,發源地,fā yuán dì,7
发火,發火,fā huǒ,7
发热,發熱,fā rè,7
发电机,發電機,fā diàn jī,7
发育,發育,fā yù,7
发脾气,發脾氣,fā pí qì,7
发誓,發誓,fā shì,7
发财,發財,fā cái,7
发起人,發起人,fā qǐ rén,7
发酵,發酵,fā jiào,7
取代,取代,qǔ dài,7
取决于,取決於,qǔ jué yú,7
取暖,取暖,qǔ nuǎn,7
取笑,取笑,qǔ xiào,7
取经,取經,qǔ jīng,7
取缔,取締,qǔ dì,7
取而代之,取而代之,qǔ ér dài zhī,7
取胜,取勝,qǔ shèng,7
受害,受害,shòu hài,7
受害人,受害人,shòu hài rén,7
受惊,受驚,shòu jīng,7
受理,受理,shòu lǐ,7
受益,受益,shòu yì,7
受苦,受苦,shòu kǔ,7
受贿,受賄,shòu huì,7
受过,受過,shòu guò,7
受骗,受騙,shòu piàn,7
变幻莫测,變幻莫測,biàn huàn mò cè,7
变异,變異,biàn yì,7
变质,變質,biàn zhì,7
变迁,變遷,biàn qiān,7
变革,變革,biàn gé,7
叙述,敘述,xù shù,7
叛逆,叛逆,pàn nì,7
叠,曡,dié,7
口令,口令,kǒu lìng,7
口吃,口吃,kǒu chī,7
口味,口味,kǒu wèi,7
口哨,口哨,kǒu shào,7
口头,口頭,kǒu tóu,7
口子,口子,kǒu zi,7
口径,口徑,kǒu jìng,7
口感,口感,kǒu gǎn,7
口才,口才,kǒu cái,7
口气,口氣,kǒu qì,7
口水,口水,kǒu shuǐ,7
口碑,口碑,kǒu bēi,7
口罩,口罩,kǒu zhào,7
口腔,口腔,kǒu qiāng,7
口音,口音,kǒu yīn,7
口香糖,口香糖,kǒu xiāng táng,7
古人,古人,gǔ rén,7
古今中外,古今中外,gǔ jīn zhōng wài,7
古怪,古怪,gǔ guài,7
古朴,古樸,gǔ pǔ,7
古董,古董,gǔ dǒng,7
古迹,古蹟,gǔ jì,7
叫好,叫好,jiào hǎo,7
叫板,叫板,jiào bǎn,7
召集,召集,zhào jí,7
叮嘱,叮囑,dīng zhǔ,7
可不是,可不是,kě bu shì,7
可乘之机,可乘之機,kě chéng zhī jī,7
可信,可信,kě xìn,7
可口,可口,kě kǒu,7
可恶,可惡,kě wù,7
可悲,可悲,kě bēi,7
可想而知,可想而知,kě xiǎng ér zhī,7
可歌可泣,可歌可泣,kě gē kě qì,7
可疑,可疑,kě yí,7
可笑,可笑,kě xiào,7
可耻,可恥,kě chǐ,7
可行,可行,kě xíng,7
可观,可觀,kě guān,7
可谓,可謂,kě wèi,7
可贵,可貴,kě guì,7
台球,台球,tái qiú,7
史无前例,史無前例,shǐ wú qián lì,7
号称,號稱,hào chēng,7
司令,司令,sī lìng,7
司法,司法,sī fǎ,7
司空见惯,司空見慣,sī kōng jiàn guàn,7
叼,叼,diāo,7
吃不上,吃不上,chī bu shàng,7
吃亏,吃虧,chī kuī,7
吃喝玩乐,吃喝玩樂,chī hē wán lè,7
吃苦,吃苦,chī kǔ,7
各奔前程,各奔前程,gè bèn qián chéng,7
各式各样,各式各樣,gè shì gè yàng,7
合乎,合乎,hé hū,7
合伙,合伙,hé huǒ,7
合作社,合作社,hé zuò shè,7
合唱,合唱,hé chàng,7
合影,合影,hé yǐng,7
合情合理,合情合理,hé qíng hé lǐ,7
合计,合計,hé jì,7
合资,合資,hé zī,7
吉他,吉他,jí tā,7
吉普,吉普,Jí pǔ,7
吉祥物,吉祥物,jí xiáng wù,7
吊销,吊銷,diào xiāo,7
同人,同人,tóng rén,7
同伙,同伙,tóng huǒ,7
同伴,同伴,tóng bàn,7
同年,同年,tóng nián,7
同志,同志,tóng zhì,7
同感,同感,tóng gǎn,7
同步,同步,tóng bù,7
同盟,同盟,tóng méng,7
同等,同等,tóng děng,7
同类,同類,tóng lèi,7
同舟共济,同舟共濟,tóng zhōu gòng jì,7
名利,名利,míng lì,7
名副其实,名副其實,míng fù qí shí,7
名声,名聲,míng shēng,7
名气,名氣,míng qì,7
名著,名著,míng zhù,7
名言,名言,míng yán,7
名贵,名貴,míng guì,7
后人,後人,hòu rén,7
后代,後代,hòu dài,7
后勤,後勤,hòu qín,7
后台,後台,hòu tái,7
后备,後備,hòu bèi,7
后备箱,後備箱,hòu bèi xiāng,7
后期,後期,hòu qī,7
后盾,後盾,hòu dùn,7
后续,後續,hòu xù,7
后者,後者,hòu zhě,7
后裔,後裔,hòu yì,7
后退,後退,hòu tuì,7
后遗症,後遺症,hòu yí zhèng,7
后顾之忧,後顧之憂,hòu gù zhī yōu,7
向往,嚮往,xiàng wǎng,7
向来,向來,xiàng lái,7
向着,向著,xiàng zhe,7
吓人,嚇人,xià rén,7
吓唬,嚇唬,xià hu,7
君子,君子,jūn zǐ,7
否决,否決,fǒu jué,7
吩咐,吩咐,fēn fù,7
含糊,含糊,hán hu,7
含蓄,含蓄,hán xù,7
听从,聽從,tīng cóng,7
听话,聽話,tīng huà,7
启示,啟示,qǐ shì,7
启蒙,啟矇,qǐ méng,7
启迪,啟迪,qǐ dí,7
吵嘴,吵嘴,chǎo zuǐ,7
吸取,吸取,xī qǔ,7
吸纳,吸納,xī nà,7
吹了,吹了,chuī le,7
吹捧,吹捧,chuī pěng,7
吹牛,吹牛,chuī niú,7
吻,吻,wěn,7
吻合,吻合,wěn hé,7
吼,吼,hǒu,7
呈现,呈現,chéng xiàn,7
告,告,gào,7
告状,告狀,gào zhuàng,7
告知,告知,gào zhī,7
告示,告示,gào shi,7
告诫,告誡,gào jiè,7
告辞,告辭,gào cí,7
呐喊,吶喊,nà hǎn,7
呕吐,嘔吐,ǒu tù,7
呛,嗆,qiāng,7
呜咽,嗚咽,wū yè,7
周到,周到,zhōu dào,7
